ID,Ecol,Geo,Clades,Ploidy,Euploidy,Zygosity,group
BHM,Cider,Europe,M1. Mosaic region 1,2,euploid,heterozygous,M1
BHT,Cider,Europe,M1. Mosaic region 1,2,euploid,homozygous,M1
ASV,Wine,Europe,M1. Mosaic region 1,2,aneu,heterozygous,M1
AHF,Nature,Europe,M1. Mosaic region 1,1,euploid,homozygous,M1
AMP,Fruit,Asia,M1. Mosaic region 1,2,euploid,heterozygous,M1
CPB,Beer,Europe,M1. Mosaic region 1,2,aneu,heterozygous,M1
ACS,Wine,Europe,M1. Mosaic region 1,1,euploid,homozygous,M1
SACE_YCI,Wine,Asia,M1. Mosaic region 1,2,euploid,homozygous,M1
BHL,Cider,Europe,M1. Mosaic region 1,2,euploid,heterozygous,M1
BHK,Cider,Europe,M1. Mosaic region 1,2,euploid,heterozygous,M1
ACG,Fermentation,Asia,M1. Mosaic region 1,1,euploid,homozygous,M1
ACH,Cider,Europe,M1. Mosaic region 1,1,euploid,homozygous,M1
CHV,Cider,Europe,M1. Mosaic region 1,2,aneu,homozygous,M1
AFR,Industrial,South_America,3. Brazilian bioethanol ,1,aneu,homozygous,3
BVC,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
AEG,Industrial,South_America,3. Brazilian bioethanol ,1,euploid,homozygous,3
AGM,Industrial,South_America,3. Brazilian bioethanol ,1,euploid,homozygous,3
CNQ,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
AEH,Industrial,South_America,3. Brazilian bioethanol ,1,euploid,homozygous,3
AFD,Industrial,South_America,3. Brazilian bioethanol ,1,euploid,homozygous,3
AHC,Industrial,South_America,3. Brazilian bioethanol ,1,euploid,homozygous,3
BTT,Distillery,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
APH,Distillery,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
BTV,Distillery,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
BVA,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CMT,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNG,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNK,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
APG,Bioethanol,South_America,3. Brazilian bioethanol ,1,euploid,homozygous,3
CNM,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNP,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNR,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
BVB,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNI,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNH,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
BVH,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNN,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNF,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNB,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
BVG,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNE,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNL,Bioethanol,South_America,3. Brazilian bioethanol ,2,aneu,heterozygous,3
BVD,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,homozygous,3
BVF,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNS,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
CNT,Bioethanol,South_America,3. Brazilian bioethanol ,2,euploid,heterozygous,3
BVE,Bioethanol,South_America,3. Brazilian bioethanol ,1,euploid,homozygous,3
CNV,Bioethanol,South_America,3. Brazilian bioethanol ,2,aneu,heterozygous,3
AHB,Nature,NA,NA,1,euploid,homozygous,-1
SACE_YBQ,Nature,NA,NA,2,euploid,homozygous,-1
CCL,Tree,Europe,4. Mediterranean oak ,2,euploid,homozygous,4
BBQ,Soil,Europe,4. Mediterranean oak ,2,euploid,homozygous,4
BBS,Soil,Europe,4. Mediterranean oak ,2,euploid,homozygous,4
BFP,Tree,Europe,4. Mediterranean oak ,2,euploid,homozygous,4
BTG,Tree,Europe,4. Mediterranean oak ,2,euploid,homozygous,4
CLC,Tree,Europe,4. Mediterranean oak ,2,aneu,homozygous,4
CLB,Tree,Europe,4. Mediterranean oak ,2,euploid,homozygous,4
CLD,Flower,Europe,4. Mediterranean oak ,2,aneu,homozygous,4
AQM,Dairy,Europe,5. French dairy ,2,aneu,heterozygous,5
BFN,Tree,Europe,5. French dairy ,2,aneu,heterozygous,5
BME,Human,Europe,5. French dairy ,3,aneu,heterozygous,5
ARS,Nature,NA,5. French dairy ,2,aneu,heterozygous,5
ARN,Human clinical,Europe,5. French dairy ,3,euploid,heterozygous,5
BGM,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGP,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BFH,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGR,Dairy,Europe,5. French dairy ,2,aneu,heterozygous,5
ASN,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGK,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGS,Dairy,Europe,5. French dairy ,2,aneu,heterozygous,5
BGD,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGI,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
ALD,Nature,South_America,5. French dairy ,2,euploid,heterozygous,5
BFS,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGB,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGF,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGG,Dairy,Europe,5. French dairy ,2,aneu,heterozygous,5
ARR,Dairy,Europe,5. French dairy ,2,aneu,heterozygous,5
BFT,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGE,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGL,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BFV,Dairy,Europe,5. French dairy ,2,aneu,heterozygous,5
BGA,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGT,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGV,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGH,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGN,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGC,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
BGQ,Dairy,Europe,5. French dairy ,2,euploid,heterozygous,5
CKV,Human clinical,Europe,5. French dairy ,2,euploid,heterozygous,5
AFL,Beer,Africa,6. African beer ,1,aneu,homozygous,6
AEN,Beer,Africa,6. African beer ,2,aneu,heterozygous,6
ASC,Beer,Africa,6. African beer ,3,aneu,heterozygous,6
ANL,Beer,Africa,6. African beer ,4,euploid,heterozygous,6
ANM,Beer,Africa,6. African beer ,4,euploid,heterozygous,6
AVN,Beer,Africa,6. African beer ,4,euploid,heterozygous,6
AVP,Beer,Africa,6. African beer ,5,aneu,heterozygous,6
AVQ,Beer,Africa,6. African beer ,5,aneu,heterozygous,6
AVR,Beer,Africa,6. African beer ,5,aneu,heterozygous,6
AVS,Beer,Africa,6. African beer ,5,aneu,heterozygous,6
AVT,Beer,Africa,6. African beer ,5,aneu,heterozygous,6
BEK,Beer,Africa,6. African beer ,4,euploid,heterozygous,6
BEM,Beer,Africa,6. African beer ,4,euploid,heterozygous,6
BEI,Beer,Africa,6. African beer ,3,euploid,heterozygous,6
BEN,Beer,Africa,6. African beer ,3,euploid,heterozygous,6
BHA,Beer,Africa,6. African beer ,3,euploid,heterozygous,6
BDN,Nature,Africa,6. African beer ,2,euploid,heterozygous,6
CES,Bakery,Africa,6. African beer ,2,aneu,homozygous,6
CER,Bakery,Africa,6. African beer ,2,euploid,homozygous,6
CET,Bakery,Africa,6. African beer ,2,aneu,homozygous,6
BPI,Unknown,Africa,NA,2,aneu,heterozygous,-1
BPN,Wine,Europe,NA,2,euploid,heterozygous,-1
SACE_YDB,Unknown,Africa,NA,2,euploid,homozygous,-1
AAB,Beer,Europe,7. Mosaic beer ,1,euploid,homozygous,7
CBN,Beer,Europe,7. Mosaic beer ,2,euploid,homozygous,7
AQG,Beer,Europe,7. Mosaic beer ,2,euploid,heterozygous,7
CFF,Beer,Europe,7. Mosaic beer ,2,euploid,heterozygous,7
AFB,Beer,Europe,7. Mosaic beer ,1,euploid,homozygous,7
AFA,Beer,Europe,7. Mosaic beer ,2,aneu,homozygous,7
AFP,Beer,Europe,7. Mosaic beer ,2,euploid,heterozygous,7
AQH,Industrial,South_America,7. Mosaic beer ,3,aneu,heterozygous,7
SACE_YAB,Distillery,NA,7. Mosaic beer ,2,euploid,homozygous,7
AAR,Beer,Europe,7. Mosaic beer ,1,euploid,homozygous,7
AEA,Industrial,South_America,7. Mosaic beer ,1,euploid,homozygous,7
BRM,Distillery,South_America,7. Mosaic beer ,1,euploid,homozygous,7
AEQ,Beer,Asia,7. Mosaic beer ,1,euploid,homozygous,7
SACE_YAG,Beer,NA,7. Mosaic beer ,2,euploid,homozygous,7
AAQ,Beer,North_America,7. Mosaic beer ,1,euploid,homozygous,7
ASB,Human clinical,NA,7. Mosaic beer ,2,euploid,heterozygous,7
APP,Beer,South_America,7. Mosaic beer ,3,aneu,heterozygous,7
CPD,Beer,NA,7. Mosaic beer ,2,aneu,heterozygous,7
AIG,Beer,NA,7. Mosaic beer ,1,euploid,homozygous,7
ARE,Tree,NA,7. Mosaic beer ,2,aneu,heterozygous,7
SACE_YDD,Fermentation,North_America,7. Mosaic beer ,2,euploid,homozygous,7
AFQ,Water,South_America,M2. Mosaic region 2 ,1,euploid,homozygous,M2
CDM,Water,South_America,M2. Mosaic region 2 ,2,euploid,homozygous,M2
SACE_YCF,Fruit,Asia,M2. Mosaic region 2,2,euploid,homozygous,M2
CFT,Fruit,North_America,M2. Mosaic region 2,2,aneu,heterozygous,M2
AER,Industrial,Caribbean,M2. Mosaic region 2,1,aneu,heterozygous,M2
BCV,Nature,Middle_east,M2. Mosaic region 2,2,euploid,heterozygous,M2
BDB,Nature,Middle_east,M2. Mosaic region 2,2,euploid,heterozygous,M2
BDD,Nature,Middle_east,M2. Mosaic region 2,2,euploid,heterozygous,M2
BDA,Nature,Middle_east,M2. Mosaic region 2,2,aneu,heterozygous,M2
BDE,Nature,Middle_east,M2. Mosaic region 2,3,aneu,heterozygous,M2
BDH,Nature,Middle_east,M2. Mosaic region 2,2,euploid,heterozygous,M2
BDI,Nature,Middle_east,M2. Mosaic region 2,2,aneu,heterozygous,M2
BDK,Nature,Middle_east,M2. Mosaic region 2,2,aneu,homozygous,M2
SACE_YCT,Wine,Europe,M2. Mosaic region 2,2,euploid,homozygous,M2
SACE_YCC,Industrial,North_America,M2. Mosaic region 2,2,euploid,homozygous,M2
BHG,Cider,Europe,M2. Mosaic region 2,2,euploid,heterozygous,M2
BHH,Cider,Europe,M2. Mosaic region 2,2,euploid,homozygous,M2
BHI,Cider,Europe,M2. Mosaic region 2,2,euploid,heterozygous,M2
SACE_MAA,Human clinical,Europe,M2. Mosaic region 2,2,euploid,homozygous,M2
SACE_YCZ,Human clinical,North_America,M2. Mosaic region 2,2,euploid,homozygous,M2
AFF,Bakery,Europe,8. Mixed origin ,1,euploid,homozygous,8
AAL,Bakery,Europe,8. Mixed origin ,2,aneu,heterozygous,8
AAM,Bakery,Europe,8. Mixed origin ,1,euploid,homozygous,8
ANP,Insect,Caribbean,8. Mixed origin ,2,euploid,heterozygous,8
AHV,Beer,NA,8. Mixed origin ,1,aneu,heterozygous,8
ATS,Flower,Europe,8. Mixed origin ,2,euploid,heterozygous,8
BBP,Flower,Europe,8. Mixed origin ,2,euploid,heterozygous,8
CDR,Flower,Europe,8. Mixed origin ,2,euploid,homozygous,8
BMG,Human clinical,Europe,8. Mixed origin ,3,aneu,heterozygous,8
CHL,Bakery,Europe,8. Mixed origin ,2,aneu,heterozygous,8
ADP,Unknown,South_America,8. Mixed origin ,2,aneu,heterozygous,8
AMK,Tree,Asia,8. Mixed origin ,3,aneu,heterozygous,8
AML,Tree,Asia,8. Mixed origin ,3,euploid,heterozygous,8
AMI,Tree,Asia,8. Mixed origin ,3,aneu,heterozygous,8
AMG,Tree,Asia,8. Mixed origin ,3,euploid,heterozygous,8
AMQ,Tree,Asia,8. Mixed origin ,3,euploid,heterozygous,8
APK,Bakery,Africa,8. Mixed origin ,3,euploid,heterozygous,8
APN,Bakery,Asia,8. Mixed origin ,3,aneu,heterozygous,8
CIE,Human clinical,Europe,8. Mixed origin ,3,aneu,heterozygous,8
AEM,Beer,NA,8. Mixed origin ,1,aneu,heterozygous,8
AFT,Human clinical,Europe,8. Mixed origin ,4,euploid,homozygous,8
AQI,Water,Europe,8. Mixed origin ,2,euploid,heterozygous,8
AFE,Water,Europe,8. Mixed origin ,2,euploid,heterozygous,8
ATR,Fruit,Europe,8. Mixed origin ,2,euploid,heterozygous,8
AFC,Nature,Europe,8. Mixed origin ,2,aneu,heterozygous,8
APM,Bakery,Asia,8. Mixed origin ,2,aneu,heterozygous,8
API,Bakery,Asia,8. Mixed origin ,2,aneu,heterozygous,8
ASL,Bakery,Middle_east,8. Mixed origin ,2,aneu,heterozygous,8
BTF,Bakery,NA,8. Mixed origin ,2,aneu,heterozygous,8
ASP,Unknown,Europe,8. Mixed origin ,2,euploid,heterozygous,8
BCR,Nature,Middle_east,8. Mixed origin ,4,aneu,heterozygous,8
BCS,Nature,Middle_east,8. Mixed origin ,2,euploid,heterozygous,8
BCT,Nature,Middle_east,8. Mixed origin ,2,euploid,heterozygous,8
AGK,Nature,Europe,8. Mixed origin ,1,euploid,homozygous,8
AGE,Bakery,NA,8. Mixed origin ,2,aneu,heterozygous,8
BTC,Bakery,NA,8. Mixed origin ,2,euploid,heterozygous,8
ABV,Water,South_America,8. Mixed origin ,3,aneu,heterozygous,8
ALV,Fruit,Europe,8. Mixed origin ,3,aneu,heterozygous,8
BBC,Fruit,Europe,8. Mixed origin ,3,aneu,heterozygous,8
AMN,Tree,Asia,8. Mixed origin ,4,euploid,heterozygous,8
CFP,Beer,NA,8. Mixed origin ,4,euploid,heterozygous,8
BBF,Water,Europe,8. Mixed origin ,2,euploid,heterozygous,8
AAP,Bakery,Australia,8. Mixed origin ,2,euploid,heterozygous,8
ALN,Water,Europe,8. Mixed origin ,2,euploid,heterozygous,8
ALP,Water,Europe,8. Mixed origin ,2,aneu,heterozygous,8
BBD,Water,Europe,8. Mixed origin ,2,aneu,heterozygous,8
BBE,Water,Europe,8. Mixed origin ,2,aneu,heterozygous,8
AAN,Bakery,Europe,8. Mixed origin ,2,aneu,heterozygous,8
CHI,Bakery,North_America,8. Mixed origin ,2,euploid,heterozygous,8
APL,Bakery,Middle_east,8. Mixed origin ,2,euploid,heterozygous,8
AEV,Water,Europe,8. Mixed origin ,2,aneu,heterozygous,8
CFI,Beer,Europe,8. Mixed origin ,4,aneu,heterozygous,8
CFN,Beer,NA,8. Mixed origin ,4,aneu,heterozygous,8
CHK,Beer,Europe,8. Mixed origin ,2,aneu,heterozygous,8
CHH,Bakery,Europe,8. Mixed origin ,2,aneu,heterozygous,8
ADL,Bakery,Europe,8. Mixed origin ,2,aneu,heterozygous,8
BDL,Beer,South_America,8. Mixed origin ,2,euploid,heterozygous,8
BFM,Industrial,Europe,8. Mixed origin ,4,aneu,heterozygous,8
BFE,Industrial,NA,8. Mixed origin ,4,aneu,heterozygous,8
BFG,Nature,NA,8. Mixed origin ,4,euploid,heterozygous,8
BTD,Bakery,NA,8. Mixed origin ,4,aneu,heterozygous,8
ADM,Bakery,Asia,8. Mixed origin ,2,euploid,heterozygous,8
AKT,Insect,South_America,8. Mixed origin ,2,euploid,heterozygous,8
CHG,Bakery,Asia,8. Mixed origin ,2,euploid,heterozygous,8
CHR,Human clinical,Europe,8. Mixed origin ,2,euploid,heterozygous,8
BML,Human clinical,Europe,8. Mixed origin ,4,aneu,heterozygous,8
BTE,Bakery,NA,8. Mixed origin ,4,euploid,heterozygous,8
BMM,Human clinical,Europe,8. Mixed origin ,4,aneu,heterozygous,8
CBF,Bakery,Europe,8. Mixed origin ,4,aneu,heterozygous,8
CKK,Human clinical,Europe,8. Mixed origin ,4,euploid,heterozygous,8
CKS,Human clinical,Europe,8. Mixed origin ,4,aneu,heterozygous,8
CLA,Human clinical,Europe,8. Mixed origin ,4,aneu,heterozygous,8
SACE_YBW,Human clinical,North_America,NA,2,euploid,homozygous,-1
CPI,Distillery,South_America,9. Mexican agave ,2,euploid,heterozygous,9
CPM,Distillery,South_America,9. Mexican agave ,2,euploid,heterozygous,9
CPK,Distillery,South_America,9. Mexican agave ,2,euploid,heterozygous,9
CPL,Distillery,South_America,9. Mexican agave ,2,euploid,heterozygous,9
CPQ,Distillery,South_America,9. Mexican agave ,2,aneu,heterozygous,9
CPN,Distillery,South_America,9. Mexican agave ,2,euploid,heterozygous,9
CPR,Distillery,South_America,9. Mexican agave ,2,aneu,heterozygous,9
ALI,Water,South_America,NA,2,euploid,heterozygous,-1
BCG,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCB,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCM,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BDT,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCF,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCL,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCD,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BDP,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCI,Human,South_America,10. French Guiana human ,2,aneu,heterozygous,10
BCC,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BEC,Human,South_America,10. French Guiana human ,2,aneu,heterozygous,10
BED,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCE,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCQ,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BDV,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BNB,Fruit,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BDR,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BMV,Nature,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BNA,Nature,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCH,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCP,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BDS,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCN,Human,South_America,10. French Guiana human ,1,euploid,homozygous,10
BEA,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BNC,Fruit,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BDQ,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BEB,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BCK,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BMR,Nature,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BEE,Human,South_America,10. French Guiana human ,2,euploid,heterozygous,10
BND,Fruit,South_America,10. French Guiana human ,2,euploid,heterozygous,10
CQS,Nature,South_America,NA,2,euploid,homozygous,-1
BBM,Distillery,South_America,NA,2,euploid,homozygous,-1
CPA,Nature,South_America,NA,2,euploid,heterozygous,-1
ADE,Palm wine,Africa,NA,1,euploid,homozygous,-1
SACE_YCL,Tree,NA,NA,2,euploid,homozygous,-1
SACE_YBV,Human clinical,North_America,NA,2,euploid,homozygous,-1
SACE_YAX,Human clinical,NA,NA,2,euploid,homozygous,-1
SACE_YCG,Industrial,North_America,NA,2,euploid,homozygous,-1
AAH,Unknown,NA,NA,1,euploid,homozygous,-1
AFS,Fruit,NA,NA,2,aneu,heterozygous,-1
AGC,Distillery,North_America,NA,1,aneu,heterozygous,-1
CFC,Beer,Europe,11. Ale beer ,4,aneu,heterozygous,11
AGB,Beer,Europe,11. Ale beer ,2,euploid,heterozygous,11
ATV,Beer,Europe,11. Ale beer ,4,euploid,heterozygous,11
AAC,Beer,Europe,11. Ale beer ,2,euploid,heterozygous,11
CBR,Beer,Europe,11. Ale beer ,4,euploid,heterozygous,11
CFG,Beer,Europe,11. Ale beer ,4,aneu,heterozygous,11
CFH,Beer,Europe,11. Ale beer ,4,aneu,heterozygous,11
AEC,Beer,Europe,11. Ale beer ,Xn,NA,heterozygous,11
CFD,Beer,North_America,11. Ale beer ,4,aneu,heterozygous,11
CFM,Beer,North_America,11. Ale beer ,4,aneu,heterozygous,11
AQT,Beer,Europe,11. Ale beer ,3,aneu,heterozygous,11
BRP,Beer,Europe,11. Ale beer ,4,aneu,heterozygous,11
BSI,Beer,Europe,11. Ale beer ,4,aneu,heterozygous,11
AEB,Beer,Europe,11. Ale beer ,4,aneu,heterozygous,11
ASH,Beer,Europe,11. Ale beer ,4,aneu,heterozygous,11
BBG,Water,Europe,11. Ale beer ,4,aneu,heterozygous,11
BRQ,Beer,Europe,11. Ale beer ,4,aneu,heterozygous,11
CGC,Fruit,North_America,11. Ale beer ,4,euploid,heterozygous,11
CNC,Bioethanol,South_America,M3. Mosaic region 3 ,2,euploid,heterozygous,M3
BMQ,Human clinical,Europe,M3. Mosaic region 3 ,2,aneu,heterozygous,M3
ACN,Wine,Europe,M3. Mosaic region 3 ,1,euploid,homozygous,M3
CBK,Insect,Europe,M3. Mosaic region 3 ,1,euploid,homozygous,M3
CBL,Insect,Europe,M3. Mosaic region 3 ,2,euploid,heterozygous,M3
AKI,Wine,Africa,M3. Mosaic region 3 ,2,euploid,homozygous,M3
ADA,Wine,Europe,M3. Mosaic region 3 ,1,euploid,homozygous,M3
ATE,Unknown,Europe,M3. Mosaic region 3,2,euploid,homozygous,M3
CBM,Insect,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
ACA,Fruit,North_America,M3. Mosaic region 3,1,euploid,homozygous,M3
ACB,Dairy,Europe,M3. Mosaic region 3,1,euploid,homozygous,M3
BRL,Unknown,North_America,M3. Mosaic region 3,1,aneu,homozygous,M3
ADT,Nature,Europe,M3. Mosaic region 3,1,euploid,homozygous,M3
SACE_GAV,Lab strain,NA,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YCE,Distillery,South_America,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YCH,Nature,Caribbean,M3. Mosaic region 3,2,euploid,homozygous,M3
CLG,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
CQC,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQD,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQG,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQI,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQH,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQL,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
ANN,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQM,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQE,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQK,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQF,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQN,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
CQP,Fermentation,Africa,12. West African cocoa ,2,euploid,heterozygous,12
AKQ,Insect,South_America,M3. Mosaic region 3 ,2,euploid,homozygous,M3
AKS,Flower,South_America,M3. Mosaic region 3 ,2,euploid,homozygous,M3
ALG,Fruit,South_America,M3. Mosaic region 3 ,2,euploid,homozygous,M3
ABH,Human clinical,NA,M3. Mosaic region 3 ,1,euploid,homozygous,M3
SACE_YAN,Human clinical,North_America,M3. Mosaic region 3 ,2,euploid,homozygous,M3
SACE_YBZ,Fruit,North_America,M3. Mosaic region 3 ,2,euploid,homozygous,M3
BTI,Tree,North_America,M3. Mosaic region 3 ,2,euploid,homozygous,M3
CGB,Insect,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YDG,Fruit,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
ABI,Human clinical,North_America,M3. Mosaic region 3,1,euploid,homozygous,M3
SACE_YAT,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
BSK,Unknown,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
BMD,Human,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
AAV,Human clinical,North_America,M3. Mosaic region 3,1,euploid,homozygous,M3
BRV,Human clinical,North_America,M3. Mosaic region 3,2,euploid,heterozygous,M3
SACE_YAP,Human clinical,North_America,M3. Mosaic region 3,2,aneu,homozygous,M3
SACE_YAQ,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YAR,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
ABK,Human clinical,NA,M3. Mosaic region 3,1,euploid,homozygous,M3
SACE_YAU,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
ABA,Human clinical,North_America,M3. Mosaic region 3,1,euploid,homozygous,M3
SACE_YAV,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
AAS,Human clinical,North_America,M3. Mosaic region 3,1,euploid,homozygous,M3
AAT,Human clinical,North_America,M3. Mosaic region 3,1,aneu,homozygous,M3
ABG,Human clinical,NA,M3. Mosaic region 3,1,euploid,homozygous,M3
SACE_YAK,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
CEN,Fruit,NA,M3. Mosaic region 3,2,aneu,heterozygous,M3
SACE_YAW,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YBJ,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YBK,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YBL,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YBT,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
ADK,Bakery,Asia,M3. Mosaic region 3,2,aneu,heterozygous,M3
SACE_MAB,Human clinical,Europe,M3. Mosaic region 3,2,euploid,homozygous,M3
CKA,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
AGP,Fruit,Europe,M3. Mosaic region 3,1,aneu,heterozygous,M3
SACE_YDH,Fermentation,Europe,M3. Mosaic region 3,2,aneu,homozygous,M3
CHS,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
CHT,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
ABD,Human clinical,North_America,M3. Mosaic region 3,2,aneu,homozygous,M3
ATC,Human clinical,NA,M3. Mosaic region 3,2,aneu,heterozygous,M3
ATD,Human clinical,NA,M3. Mosaic region 3,2,euploid,homozygous,M3
ANA,Wine,Africa,M3. Mosaic region 3,2,aneu,heterozygous,M3
BBL,Insect,Europe,M3. Mosaic region 3,2,aneu,homozygous,M3
CDC,Tree,Europe,M3. Mosaic region 3,2,aneu,homozygous,M3
CDD,Tree,Europe,M3. Mosaic region 3,2,euploid,homozygous,M3
CDE,Tree,Europe,M3. Mosaic region 3,2,euploid,homozygous,M3
